sample_id,component_name,success,drc_pass,lvs_pass,execution_time,parameters,output_directory,pex_status,total_resistance_ohms,total_capacitance_farads,area_um2,symmetry_horizontal,symmetry_vertical
72,diff_pair_sample_0072,False,True,False,13.587528467178345,"{'width': 16.772340213404437, 'length': 2.5421938038879732, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0072,PEX Complete,421369.9596950076,1.898566799999916e-13,3644.2390999999,1.0,0.9898681730295904
73,diff_pair_sample_0073,False,True,False,8.05996060371399,"{'width': 3.3440371981552164, 'length': 3.6850123020539423, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0073,PEX Complete,231858.0788136985,2.014092690000044e-13,2002.0132999999983,1.0,0.9706061892795618
74,diff_pair_sample_0074,False,True,False,8.168109655380249,"{'width': 5.068074669195456, 'length': 1.4707196729169358, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0074,PEX Complete,160888.63991709883,1.5599372800000084e-13,1479.1876999999877,1.0,0.975814834047092
75,diff_pair_sample_0075,False,True,False,9.016516208648682,"{'width': 6.106911792513363, 'length': 2.1262871074958114, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0075,PEX Complete,240463.46541369954,1.9818715899999795e-13,2019.175899999998,1.0,0.9789218958090774
76,diff_pair_sample_0076,True,True,True,10.17824125289917,"{'width': 10.316881837487895, 'length': 1.6795276561268984, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0076,PEX Complete,264235.1080540001,8.418625099999998e-14,2005.1294000000012,1.0,0.9846056818078673
77,diff_pair_sample_0077,False,True,False,20.156888246536255,"{'width': 17.51764730153585, 'length': 2.488759422692986, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0077,PEX Complete,520478.140432714,3.620820040000159e-13,7486.530300000623,1.0,0.991191380070953
78,diff_pair_sample_0078,False,True,False,8.540321588516235,"{'width': 2.6004904294710327, 'length': 3.0595899309121095, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0078,PEX Complete,275879.5953387,2.6665653699999963e-13,2362.5426999999922,1.0,0.9678888343478405
79,diff_pair_sample_0079,True,True,True,15.423947095870972,"{'width': 13.89778663400841, 'length': 1.8126451238091312, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0079,PEX Complete,380104.8642719996,1.9571054100000005e-13,4232.7797999998575,1.0,0.988942018670567
80,diff_pair_sample_0080,False,True,False,11.632051706314087,"{'width': 12.982957558345225, 'length': 1.6562726150867315, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0080,PEX Complete,218450.34030399835,2.1728363600000529e-13,2389.1411999999896,1.0,0.9871383072712487
81,diff_pair_sample_0081,True,True,True,11.045353889465332,"{'width': 6.565499473085478, 'length': 3.9082074191090115, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0081,PEX Complete,467866.8247950066,1.6620111099999987e-13,3995.1412999999084,1.0,0.9810022238762864
82,diff_pair_sample_0082,True,True,True,10.752374172210693,"{'width': 5.784172681765305, 'length': 0.5670033120326232, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0082,PEX Complete,271708.04575879924,1.2875675900000013e-13,1702.2512999999933,1.0,0.9790453971161601
83,diff_pair_sample_0083,False,True,False,11.154477596282959,"{'width': 8.857322431581593, 'length': 2.2389010828928497, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0083,PEX Complete,215326.1435966981,2.421891990000103e-13,2709.7334999999607,1.0,0.9838697052680639
84,diff_pair_sample_0084,False,True,False,14.518532037734985,"{'width': 10.457677277782732, 'length': 2.533132351018085, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0084,PEX Complete,299890.2215397015,2.701213099999935e-13,4977.67630000004,1.0,0.9865768692110414
85,diff_pair_sample_0085,False,True,False,16.86818814277649,"{'width': 17.56989766199442, 'length': 3.1424062985161005, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0085,PEX Complete,479742.0439497132,2.513048190000072e-13,5810.605500000273,1.0,0.9908427443577098
86,diff_pair_sample_0086,False,True,False,17.73076820373535,"{'width': 16.248515056753483, 'length': 2.8396205722513654, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0086,PEX Complete,479490.2427740097,3.14341662999992e-13,6389.022000000353,1.0,0.9904516841544767
87,diff_pair_sample_0087,False,True,False,9.301965713500977,"{'width': 6.3472270448521835, 'length': 0.3939701290307286, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0087,PEX Complete,155758.0255366989,1.4461269599999962e-13,1280.1039999999973,1.0,0.9788770287414147
88,diff_pair_sample_0088,True,True,True,14.318892002105713,"{'width': 15.361550081976194, 'length': 0.3873206078418553, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0088,PEX Complete,354819.38368109753,1.3690049899999984e-13,2154.62910000003,1.0,0.9886779585405211
89,diff_pair_sample_0089,False,True,False,23.286298751831055,"{'width': 19.2044531151833, 'length': 1.3178496411546583, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0089,PEX Complete,342399.46254280955,4.00640307999993e-13,6337.813000000581,1.0,0.991900991714335
90,diff_pair_sample_0090,True,True,True,6.288356304168701,"{'width': 3.177006829615572, 'length': 0.462815477291717, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0090,PEX Complete,165209.90347340045,3.967111299999996e-14,655.1747000000026,1.0,0.9657404353373231
91,diff_pair_sample_0091,False,True,False,15.845492601394653,"{'width': 16.01451641468215, 'length': 3.6259223502428686, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0091,PEX Complete,464376.0609727126,2.5187767699999363e-13,5916.283900000264,1.0,0.9901592957701036
92,diff_pair_sample_0092,True,True,True,17.69838309288025,"{'width': 17.123545701095814, 'length': 1.9802131517502508, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0092,PEX Complete,424491.2373909996,2.3055377200000027e-13,5315.935900000092,1.0,0.9907500013309041
93,diff_pair_sample_0093,False,True,False,7.411898374557495,"{'width': 1.0008031986521309, 'length': 2.6211403356315577, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0093,PEX Complete,267449.6573719989,2.398937640000063e-13,1761.028099999975,1.0,0.9553199633782101
94,diff_pair_sample_0094,True,True,True,17.712034702301025,"{'width': 19.725118707937202, 'length': 3.550631279626646, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0094,PEX Complete,484051.4017857017,2.1369121400000014e-13,6975.508700000331,1.0,0.9917583645189924
95,diff_pair_sample_0095,False,True,False,13.565093994140625,"{'width': 7.587743112543719, 'length': 2.7481886261187207, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0095,PEX Complete,316218.65309800574,2.975097999999988e-13,4832.815500000005,1.0,0.9832006001470571
96,diff_pair_sample_0096,True,True,True,14.554621696472168,"{'width': 11.691517857535885, 'length': 0.18584570182568227, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0096,PEX Complete,287145.9491624979,1.7778705899999995e-13,1977.526300000012,1.0,0.98688968131549
97,diff_pair_sample_0097,False,True,False,17.700196981430054,"{'width': 12.361170122398875, 'length': 1.9962223423401773, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0097,PEX Complete,316218.89846100623,3.2936861899999237e-13,5639.147000000252,1.0,0.988379731899169
98,diff_pair_sample_0098,True,True,True,23.021121740341187,"{'width': 17.8425060865699, 'length': 2.453199898340885, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0098,PEX Complete,562709.4054480334,3.607012280000004e-13,8809.098200000615,1.0,0.9914709544275492
99,diff_pair_sample_0099,False,True,False,7.212342262268066,"{'width': 1.3276733530918576, 'length': 3.452712742301542, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0099,PEX Complete,225747.12586399817,2.0561064900000257e-13,1650.256199999975,1.0,0.9578036428525455
100,diff_pair_sample_0100,True,True,True,13.158191919326782,"{'width': 15.653705291121424, 'length': 1.4455029188107416, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0100,PEX Complete,310276.81502699736,1.1792455600000003e-13,2625.441699999986,1.0,0.9888526185898547
101,diff_pair_sample_0101,False,True,False,6.315829038619995,"{'width': 1.2715781142523872, 'length': 2.7274213712553697, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0101,PEX Complete,165815.8222746988,1.3237956699999793e-13,1108.9310999999886,1.0,0.9559716559486874
102,diff_pair_sample_0102,True,True,True,19.501032829284668,"{'width': 17.730408637149477, 'length': 3.4008033303417653, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0102,PEX Complete,523861.94882400037,2.6595294099999996e-13,7827.900100000622,1.0,0.9911931936893275
103,diff_pair_sample_0103,False,True,False,19.642098665237427,"{'width': 13.510682356883162, 'length': 3.075508791269169, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0103,PEX Complete,511122.72554501105,4.0738355699999246e-13,8206.49000000069,1.0,0.9892671775631247
104,diff_pair_sample_0104,True,True,True,14.890658378601074,"{'width': 18.221905259307313, 'length': 3.8830505633925507, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0104,PEX Complete,483357.2084360015,1.5286554500000022e-13,5040.310700000016,1.0,0.9908241370913901
105,diff_pair_sample_0105,True,True,True,16.79745578765869,"{'width': 14.127013481199857, 'length': 0.6087781276462558, 'fingers': 4, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0105,PEX Complete,379296.6888214978,1.9864132699999888e-13,3021.7924999998595,1.0,0.9890018920888839
106,diff_pair_sample_0106,True,True,True,12.631802082061768,"{'width': 6.2991454902805355, 'length': 2.6063403894747217, 'fingers': 5, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0106,PEX Complete,460208.5295420041,2.0339065399999982e-13,4087.8732999998733,1.0,0.9808542989823089
107,diff_pair_sample_0107,False,True,False,8.444467067718506,"{'width': 4.722835763773683, 'length': 0.6808634003189992, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0107,PEX Complete,189325.1352828001,1.3536427900000253e-13,1236.5752999999947,1.0,0.9748689788644491
108,diff_pair_sample_0108,False,True,False,15.188840389251709,"{'width': 8.530583089429163, 'length': 2.6744471731027364, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0108,PEX Complete,398702.02572900645,3.092962149999836e-13,5174.6796000000695,1.0,0.9845929011720844
109,diff_pair_sample_0109,True,True,True,8.97929048538208,"{'width': 7.626913541024796, 'length': 2.566679748808859, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0109,PEX Complete,263860.79051399964,7.4744168e-14,1973.3730999999998,1.0,0.9812189595571157
110,diff_pair_sample_0110,False,True,False,21.28308892250061,"{'width': 17.639118072364095, 'length': 3.500788513307652, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0110,PEX Complete,569963.7999267303,4.1543326500000865e-13,9634.766499999825,1.0,0.9913133338519411
111,diff_pair_sample_0111,False,True,False,13.496177673339844,"{'width': 15.544239722505708, 'length': 2.6257883063474425, 'fingers': 1, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0111,PEX Complete,398447.65655300824,1.7841537399999911e-13,3479.7336999999116,1.0,0.9892291757843421
112,diff_pair_sample_0112,False,True,False,20.15454363822937,"{'width': 14.337818971028392, 'length': 2.601261583589094, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0112,PEX Complete,370600.6061220108,3.981393199999919e-13,7634.622100000682,1.0,0.9897486478079913
113,diff_pair_sample_0113,False,True,False,16.75970768928528,"{'width': 12.121063499208775, 'length': 3.1617163819706384, 'fingers': 4, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0113,PEX Complete,453779.2802747145,3.21350165000019e-13,6551.469700000356,1.0,0.988128160006602
114,diff_pair_sample_0114,False,True,False,7.387212753295898,"{'width': 1.8972306888433155, 'length': 3.0363124930761343, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0114,PEX Complete,224652.06684299852,1.9461941300000038e-13,1703.7953999999736,1.0,0.9625609976409133
115,diff_pair_sample_0115,True,True,True,14.941282987594604,"{'width': 14.63063193629012, 'length': 1.7838846083308664, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0115,PEX Complete,403740.9315861055,1.5195550300000088e-13,3548.422299999871,1.0,0.9890061563416503
116,diff_pair_sample_0116,False,True,False,15.783143997192383,"{'width': 16.315146321031808, 'length': 2.0847980054836843, 'fingers': 2, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0116,PEX Complete,277469.0892066992,2.1733441700000752e-13,4231.216099999867,1.0,0.9900400265540676
117,diff_pair_sample_0117,False,True,False,16.80376124382019,"{'width': 12.503699154285114, 'length': 1.0855584645389154, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0117,PEX Complete,266632.4548509985,2.793997059999958e-13,3989.177699999744,1.0,0.9883365436440691
118,diff_pair_sample_0118,False,True,False,22.476300954818726,"{'width': 18.039892248432665, 'length': 0.7108073391527168, 'fingers': 5, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0118,PEX Complete,468471.46233681095,3.5116317300000557e-13,4482.944599999799,1.0,0.9913445283263145
119,diff_pair_sample_0119,False,True,False,10.71588397026062,"{'width': 7.818270032649818, 'length': 0.6595159226224329, 'fingers': 3, 'n_or_p_fet': False, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0119,PEX Complete,247519.4386077991,1.9159862799999776e-13,1709.3105999999957,1.0,0.9820636460102686
120,diff_pair_sample_0120,True,True,True,8.28634262084961,"{'width': 4.258973434840249, 'length': 2.205238775340251, 'fingers': 2, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0120,PEX Complete,260759.57914669882,8.212953999999996e-14,1649.2742999999873,1.0,0.9736880638957386
121,diff_pair_sample_0121,True,True,True,6.5957818031311035,"{'width': 2.5818478566721037, 'length': 0.29587903011663785, 'fingers': 3, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0121,PEX Complete,174293.51588899986,5.378629400000005e-14,717.9256000000054,1.0,0.9642754068109567
122,diff_pair_sample_0122,True,True,True,12.211624383926392,"{'width': 13.854979725295365, 'length': 2.244975853931219, 'fingers': 1, 'n_or_p_fet': True, 'plus_minus_seperation': 0.0, 'rmult': 1, 'dummy': True, 'substrate_tap': True}",diff_pair_dataset_1800_lhs/sample_0122,PEX Complete,318757.23574300023,1.1559441300000002e-13,2910.6680999999517,1.0,0.988032026049277
